0,62207.51559,99999999,99999999,99999999,99999999,99999999,85585.47512,99999999,99999999,99999999,74603.60301,99999999,26508.76803,37563.09045,34933.47198,47802.13116,35331.74759,29953.25746,23455.98163,13540.89034,133100.9431,15843.3,45960.4905,36957.86027,24819.03797,7551.158241,22108.5486,17553.35152,7739.135922,18982.75056,11816.84379,40817.87767,10014.87287,22101.00398,18972.70005,102388.2305,29986.4768,41231.74861,41000.06312,10186.56895,9462.96215,31415.12335,2165.904855,32892.39325,12662.96317,53405.20012,29802.22433,16052.47482,21359.36319
62207.51559,0,99999999,99999999,99999999,99999999,99999999,75358.67514,99999999,99999999,99999999,64376.80303,99999999,86812.33808,99770.60603,97140.98757,110009.6467,26875.768,56158.32826,85663.49721,75748.40593,122874.1432,78050.81558,72165.5613,99165.37585,87026.55355,69758.67383,84316.06419,44694.92815,69946.65151,81190.26615,70825.98844,103025.3933,72222.38846,84308.51957,43234.81553,92161.43048,92193.99238,103439.2642,21207.45247,70490.13899,71670.47774,93622.63894,60318.00393,95099.90884,74870.47876,81800.43985,58197.46406,78259.99041,83566.87878
99999999,99999999,0,31785.06525,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
99999999,99999999,31785.06525,0,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
99999999,99999999,99999999,99999999,0,8747.776675,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
99999999,99999999,99999999,99999999,8747.776675,0,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
99999999,99999999,99999999,99999999,99999999,99999999,0,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
85585.47512,75358.67514,99999999,99999999,99999999,99999999,99999999,0,99999999,99999999,99999999,10981.87211,99999999,110190.2976,123148.5656,120518.9471,133387.6063,50253.72753,79536.2878,109041.4567,99126.36546,47639.07482,101428.7751,95543.52084,122543.3354,110404.5131,93136.63336,107694.0237,68072.88768,93324.61104,104568.2257,94203.94797,126403.3528,95600.34799,107686.4791,66612.77506,16926.36214,115571.9519,126817.2237,54151.22267,93868.09853,95048.43727,117000.5985,83695.96346,118477.8684,98248.43829,105178.3994,81575.42359,101637.9499,106944.8383
99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,0,6550.062235,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,6550.062235,0,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
