0,62207.51559,2353.882536,29855.44768,99999999,99999999,19213.68357,85585.47512,99999999,99999999,75392.89523,74603.60301,109931.1868,26508.76803,99999999,99999999,99999999,99999999,99999999,23455.98163,13540.89034,133100.9431,99999999,45960.4905,99999999,24819.03797,7551.158241,22108.5486,17553.35152,7739.135922,18982.75056,11816.84379,40817.87767,10014.87287,22101.00398,18972.70005,102388.2305,29986.4768,41231.74861,41000.06312,10186.56895,9462.96215,31415.12335,2165.904855,32892.39325,12662.96317,53405.20012,29802.22433,16052.47482,21359.36319
62207.51559,0,64561.39812,88864.59233,99999999,99999999,81421.19916,75358.67514,99999999,99999999,65166.09525,64376.80303,99704.38683,86812.33808,99999999,99999999,99999999,99999999,99999999,85663.49721,75748.40593,122874.1432,99999999,72165.5613,99999999,87026.55355,69758.67383,84316.06419,44694.92815,69946.65151,81190.26615,70825.98844,103025.3933,72222.38846,84308.51957,43234.81553,92161.43048,92193.99238,103439.2642,21207.45247,70490.13899,71670.47774,93622.63894,60318.00393,95099.90884,74870.47876,81800.43985,58197.46406,78259.99041,83566.87878
2353.882536,64561.39812,0,31785.06525,99999999,99999999,16859.80103,87939.35765,99999999,99999999,77746.77777,76957.48554,112285.0693,28438.3856,99999999,99999999,99999999,99999999,99999999,21102.09909,11187.00781,135454.8257,99999999,48314.37303,99999999,22465.15543,6233.124252,19754.66607,19907.23406,8351.377671,16628.86802,13746.46136,38463.99514,7660.990337,19747.12144,21326.58259,104742.113,27632.59426,38877.86607,43353.94565,12116.18652,10075.2039,29061.24082,4519.787391,30538.51072,10309.08063,55759.08266,32156.10687,13698.59229,19005.48066
29855.44768,88864.59233,31785.06525,0,99999999,99999999,48644.86629,112242.5519,99999999,99999999,102049.972,101260.6797,136588.2635,40056.3254,99999999,99999999,99999999,99999999,99999999,52887.16435,42972.07306,159758.0199,99999999,72617.56724,99999999,54250.22069,36982.34096,51539.73132,44210.42826,37217.53224,48413.93328,18038.60389,70249.06039,39446.05559,51532.1867,45629.77679,129045.3072,59417.65951,70662.93132,67657.13985,23734.12632,38941.35846,60846.30607,28546.58839,62323.57597,42094.14589,80062.27686,56459.30107,45483.65754,50790.54591
99999999,99999999,99999999,99999999,0,8747.776675,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
99999999,99999999,99999999,99999999,8747.776675,0,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
19213.68357,81421.19916,16859.80103,48644.86629,99999999,99999999,0,104799.1587,99999999,99999999,94606.5788,93817.28658,129144.8704,45298.18664,99999999,99999999,99999999,99999999,99999999,15688.54178,5690.607784,152314.6267,99999999,65174.17407,99999999,17051.59812,23092.92529,21904.0709,36767.03509,25211.17871,11215.31071,30606.2624,33050.43783,9198.810697,14333.56413,38186.38362,121601.914,22219.03695,33464.30876,60213.74669,28975.98755,26935.00493,23647.6835,21379.58843,25124.95341,12458.48547,72618.88369,49015.9079,8285.034975,13591.92335
85585.47512,75358.67514,87939.35765,112242.5519,99999999,99999999,104799.1587,0,99999999,99999999,10334.00124,10981.87211,24469.31849,110190.2976,99999999,99999999,99999999,99999999,99999999,109041.4567,99126.36546,47639.07482,99999999,95543.52084,99999999,110404.5131,93136.63336,107694.0237,68072.88768,93324.61104,104568.2257,94203.94797,126403.3528,95600.34799,107686.4791,66612.77506,16926.36214,115571.9519,126817.2237,54151.22267,93868.09853,95048.43727,117000.5985,83695.96346,118477.8684,98248.43829,105178.3994,81575.42359,101637.9499,106944.8383
99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,0,9999999,9999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,0,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
75392.89523,65166.09525,77746.77777,102049.972,99999999,99999999,94606.5788,10334.00124,99999999,99999999,0,789.2922227,34679.71293,99997.71772,99999999,99999999,99999999,99999999,99999999,98848.87686,88933.78557,57849.46926,99999999,85350.94095,99999999,100211.9332,82944.05347,97501.44383,57880.30779,83132.03115,94375.64579,84011.36808,116210.7729,85407.7681,97493.89921,56420.19518,27136.75659,105379.372,116624.6438,43958.64278,83675.51864,84855.85738,106808.0186,73503.38358,108285.2885,88055.8584,94985.8195,71382.8437,91445.37005,96752.25842
74603.60301,64376.80303,76957.48554,101260.6797,99999999,99999999,93817.28658,10981.87211,99999999,99999999,789.2922227,0,35327.5838,99208.4255,99999999,99999999,99999999,99999999,99999999,98059.58464,88144.49335,58497.34013,99999999,84561.64873,99999999,99422.64098,82154.76125,96712.15161,57091.01557,82342.73893,93586.35357,83222.07586,115421.4807,84618.47588,96704.60699,55630.90295,27784.62745,104590.0798,115835.3516,43169.35056,82886.22642,84066.56516,106018.7264,72714.09135,107495.9963,87266.56618,94196.52727,70593.55148,90656.07783,95962.9662
109931.1868,99704.38683,112285.0693,136588.2635,99999999,99999999,129144.8704,24469.31849,99999999,99999999,34679.71293,35327.5838,0,134536.0093,99999999,99999999,99999999,99999999,99999999,133387.1684,123472.0772,23169.75633,99999999,119889.2325,99999999,134750.2248,117482.345,132039.7354,92418.59937,117670.3227,128913.9374,118549.6597,150749.0645,119946.0597,132032.1908,90958.48675,7542.956348,139917.6636,151162.9354,78496.93436,118213.8102,119394.149,141346.3102,108041.6752,142823.5801,122594.15,129524.1111,105921.1353,125983.6616,131290.55
26508.76803,86812.33808,28438.3856,40056.3254,99999999,99999999,45298.18664,110190.2976,99999999,99999999,99997.71772,99208.4255,134536.0093,0,99999999,99999999,99999999,99999999,99999999,49540.4847,39625.39341,157705.7656,99999999,70565.31299,99999999,50903.54104,33635.66131,48193.05167,42158.17402,33870.85259,45067.25363,22017.72151,66902.38074,36099.37594,48185.50705,43577.52255,126993.053,56070.97987,67316.25168,65604.88561,16322.19908,35594.67881,57499.62642,26494.33415,58976.89632,38747.46624,78010.02262,54407.04682,42136.97789,47443.86626
99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,0,41838.82638,47558.9564,72894.83804,67516.34791,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999
